"engine_name","version","family","pillar","phase","status","is_used","path_rel","module","sha256","size_bytes","summary","imports_local","external_apis","layers_emitted","risks"
"ENGINE-TERRAIN-V10-SUPRA","—","V8_INSTITUTIONAL","GOUVERNANCE","Ω","ACTIF_Ω","True","engines/v8_institutional/territoire_v10_supra.py","engines.v8_institutional.territoire_v10_supra","06601e0040e30e95752c2881c4117273c815ef95a6d174bd629d6a8129346a34","66444","TERRITOIRE V10-SUPRA — FUSION TOTALE REEL + IA","engines.v8_institutional.engine_contamination_v2_omega|engines.v8_institutional.engine_thermique_microclimat_omega|engines.v8_institutional.engine_salines_v11_supra|engines.v8_institutional.federal_datasets_omega|engines.v8_institutional.engine_vent|engines.v8_institutional.engine_pression_atmospherique_omega|engines.v8_institutional.engine_espece_omega|engines.v8_institutional.engine_qualite_donnees_omega","","corridors|zones|affuts|salines|hotspots|contamination","—"
"v20_performance_bundle","—","V8_INSTITUTIONAL","GOUVERNANCE","Ω","ACTIF_Ω","True","engines/v8_institutional/v20_performance_bundle.py","engines.v8_institutional.v20_performance_bundle","5b55efb17b53fa9b51e14bfbefc6952fa9e07652dfb84950ef7772b3667223e5","21920","V20 PERFORMANCE BUNDLE — V11-SUPRA SCALABILITE 10K","engines.v8_institutional.origine_externe_filter_omega|engines.post_smoothing.renduomega|engines.v8_institutional.esi_omega|engines.post_smoothing.veineux_omega|engines.v8_institutional.territoire_v10_supra|engines.post_smoothing.interzone_omega|engines.v8_institutional.predictive_omega_v2|engines.v8_institutional.redis_omega","POST /bundle/purge|GET /bundle/stats|POST /bundle/warmup|POST /bundle/save|GET /bundle","corridors|zones|affuts|contamination","—"
"visual_proof_live_omega","—","V8_INSTITUTIONAL","GOUVERNANCE","P0-XI-SUPRA","ACTIF_Ω","True","engines/v8_institutional/visual_proof_live_omega.py","engines.v8_institutional.visual_proof_live_omega","6ef5047c7efe50995d1a9f65bb814a7042f344dbe6aa8d30df21a72482bc32eb","7182","VISUAL-PROOF-LIVE-Ω — Capture DOM Leaflet réelle (Phase XI-SUPRA-C)","engines.v8_institutional.engine_science_omega|engines.v8_institutional.engine_render_omega|engines.v8_institutional.registry_lock_omega","GET /visual-proof-live/index|POST /visual-proof-live/generate","","—"
"ENGINE-RENDER-Ω","—","V8_INSTITUTIONAL","GOUVERNANCE","P0-XI-SUPRA","ACTIF_Ω","True","engines/v8_institutional/visual_proof_omega.py","engines.v8_institutional.visual_proof_omega","c14cdcd5a94d0caaeb5d1c74b3b5e40bc5b78e0441135ffbca737fb52aea62c5","13671","VISUAL-PROOF-Ω — Preuve visuelle institutionnelle (Phase XI-SUPRA-B)","engines.v8_institutional.engine_science_omega|engines.v8_institutional.engine_render_omega|engines.v8_institutional.registry_lock_omega","GET /visual-proof/index|POST /visual-proof/generate","corridors|affuts|salines|hotspots","—"
"ENGINE-V8","—","V8_NATIONAL","GOUVERNANCE","X-B","ACTIF_Ω","True","engines/v8_national/exclusion_engine.py","engines.v8_national.exclusion_engine","42cbed5d1c99066b45baa424e1a5819ab7286b57e6c54bb665277571dbd4cfec","21373","EXCLUSION-ENGINE-V8 — Moteur centralise d'exclusion BCE-4X","","GET /decision|GET /status|GET /referential","contamination","—"
"governance","—","V8_NATIONAL","GOUVERNANCE","X-B","ACTIF_Ω","True","engines/v8_national/governance.py","engines.v8_national.governance","690ff6835b7eea1bbfc90e5f6b11171dc6e77f25f1732f0efd1f7106e19d87b8","7661","V8-GOVERNANCE — Master Switch Admin Premium SUPREMACY","","GET /audit|POST /activate|GET /state","","—"
"map_bundle","—","V8_NATIONAL","GOUVERNANCE","X-B","ACTIF_Ω","True","engines/v8_national/map_bundle.py","engines.v8_national.map_bundle","05329cc8c3d2d21945ea4efe146e294d3ee044198e54161f94867dd8455253b7","13480","V8-MAP-BUNDLE — Endpoint unique toutes couches territoire","engines.v8_national.exclusion_engine|engines.v8_national.p1_pipelines|engines.v8_national.phase_c_engines|engines.v8_national.governance|engines.v8_national.referentials|engines.v8_national.phase_b_engines","GET /bundle|GET /bundle/status","corridors|zones|affuts","—"
"ENGINE-V7","—","V8_NATIONAL","GOUVERNANCE","X-B","ACTIF_Ω","True","engines/v8_national/p1_pipelines.py","engines.v8_national.p1_pipelines","ba2d682e255481db3904731933cad57e464f85e7c0e8a01d6415d4d28f997e80","10454","V8-P1 — Pipelines donnees reelles (LiDAR WCS + IRDA Pedologie)","","GET /lidar|GET /status|GET /pedology","","—"
"phase_a_engines","—","V8_NATIONAL","GOUVERNANCE","X-B","ACTIF_Ω","True","engines/v8_national/phase_a_engines.py","engines.v8_national.phase_a_engines","32f454152ef7dea2f1ee55d394bc9d3d9d2b51154f293a43dcb2b00c0146877b","16232","V8-REINTEGRATION-PHASE-A — RELOCALISATION + SALINES","engines.v8_national.exclusion_engine","GET /relocalisation|GET /salines|GET /phase-a/status","salines|contamination","—"
"phase_b_engines","—","V8_NATIONAL","GOUVERNANCE","X-B","ACTIF_Ω","True","engines/v8_national/phase_b_engines.py","engines.v8_national.phase_b_engines","ede994e06f35459e0286acbe32c490c10f3deeec9c19086e2e0df7924cca351f","33451","V8-REINTEGRATION-PHASE-B — ZONES + CORRIDORS + AFFUTS TERRAIN-AWARE","","GET /affuts-ta|GET /zones-ta|GET /corridors-ta|GET /phase-b/status","corridors|zones|affuts","—"
"phase_c_engines","—","V8_NATIONAL","GOUVERNANCE","X-B","ACTIF_Ω","True","engines/v8_national/phase_c_engines.py","engines.v8_national.phase_c_engines","51746ac46e3b629a7cd1b631ddd90ab14ab4a0c447e333e41c80112898289faa","15424","V8-PHASE-C — SCENARIO + THERMAL + MULTI-ENGINE SCORING","engines.v8_national.phase_b_engines|engines.v8_national.phase_a_engines","GET /scenario/presets|GET /multi-score|GET /phase-c/status|GET /thermal|GET /scenario","corridors|zones|affuts","—"
"referentials","—","V8_NATIONAL","GOUVERNANCE","X-B","ACTIF_Ω","True","engines/v8_national/referentials.py","engines.v8_national.referentials","0c610c3466b853a6a7a66643821ba6ca454ac0affc9af4302da45a83de6daa06","13401","V8-NATIONAL — Referentiels nationaux pancanadiens","","","","—"
"engine_corridors_legacy_pre_L","—","V8_INSTITUTIONAL","GOUVERNANCE","Ω","INACTIF_V8_INST","False","engines/v8_institutional/_ARCHIVE_NON_ACTIVE/engine_corridors_legacy_pre_L.py","engines.v8_institutional._ARCHIVE_NON_ACTIVE.engine_corridors_legacy_pre_L","db78bb0e1bdd5adabb9f9257843a75434256032ba02bb9878d5da181f3a10aba","640","ENGINE 02 — CORRIDORS V9-x20","engines.v8_national.phase_b_engines","","","Orphelin V8_INST — validation contextuelle"
"__init__","—","V8_INSTITUTIONAL","GOUVERNANCE","Ω","INACTIF_V8_INST","False","engines/v8_institutional/__init__.py","engines.v8_institutional.__init__","560692b53e3ee83b82c27b550faba282105b7ef6ea235fa2e5508d7e5a141548","305","BIONIC OS — V8-ENGINES-INSTITUTIONNEL-Ω-ULTIME-MAX","","","","Orphelin V8_INST — validation contextuelle"
"engine_cameras","—","V8_INSTITUTIONAL","GOUVERNANCE","Ω","INACTIF_V8_INST","False","engines/v8_institutional/engine_cameras.py","engines.v8_institutional.engine_cameras","4c2a75ffa1c8b5ee62b7fae5ce594c6e6f5d65cac896b0190dc3038aaee014ee","362","ENGINE 17 — CAMERAS","","","","Orphelin V8_INST — validation contextuelle"
"ENGINE-IA-VISION-REGISTRY-Ω","V1.0-PHASE-XI-SUPRA-K-2026-04","V8_INSTITUTIONAL","GOUVERNANCE","Ω","INACTIF_V8_INST","False","engines/v8_institutional/engine_ia_vision_registry_omega.py","engines.v8_institutional.engine_ia_vision_registry_omega","7abd72004637d8bb291797e193c84eda7129bb3559dba64db4a88a6bbc803922","3482","ENGINE-IA-VISION-REGISTRY-Ω — Registre préparatoire IA Vision","engines.v8_institutional.engine_science_omega","GET /validate|GET /status","","Orphelin V8_INST — validation contextuelle"
"engine_nutrition","—","V8_INSTITUTIONAL","GOUVERNANCE","Ω","INACTIF_V8_INST","False","engines/v8_institutional/engine_nutrition.py","engines.v8_institutional.engine_nutrition","04110915819d435e9cdefe2a2cd8e0adcb6753b742f90a34edb7ce201dea44b3","905","ENGINE 08 — NUTRITION-MINERAUX","","","","Orphelin V8_INST — validation contextuelle"
"ENGINE-RENDU-Ω","V1.0-PHASE-XI-SUPRA-K-2026-04","V8_INSTITUTIONAL","GOUVERNANCE","P0-XI-SUPRA","INACTIF_V8_INST","False","engines/v8_institutional/engine_rendu_omega.py","engines.v8_institutional.engine_rendu_omega","96af50ad96bb7b6bcf17cc7b4fd92ddb46df498e7aa68c20ea4397db2f0acb17","13029","ENGINE-RENDU-Ω — Moteur de rendu institutionnel des corridors (Phase XI-SUPRA-K)","engines.v8_institutional.territoire_v10_supra|engines.v8_institutional.engine_science_omega","POST /validate|GET /status|GET /rules","corridors|zones|affuts|salines|hotspots","Orphelin V8_INST — validation contextuelle"
"ENGINE-TERRITOIRE-ANTI-REGRESSION-Ω","—","V8_INSTITUTIONAL","GOUVERNANCE","P0-XI-SUPRA","INACTIF_V8_INST","False","engines/v8_institutional/engine_territoire_anti_regression_omega.py","engines.v8_institutional.engine_territoire_anti_regression_omega","b7ddafc36500ca6d83d547c824c3f56e50cd35f2b788c771e73a44cfb63ba7b2","14013","ENGINE_TERRITOIRE_ANTI_REGRESSION_Ω — Phase XI-SUPRA-G (ORDRE PROTECT-Ω)","engines.v8_institutional.territoire_v10_supra|engines.v8_institutional.engine_science_omega","POST /validate|POST /seal-baseline|GET /status|GET /baseline|GET /journal","corridors|zones|affuts|hotspots|contamination","Orphelin V8_INST — validation contextuelle"
"engines_catalog","—","V8_INSTITUTIONAL","GOUVERNANCE","Ω","INACTIF_V8_INST","False","engines/v8_institutional/engines_catalog.py","engines.v8_institutional.engines_catalog","5687cf6bb94815ede9b4472aed87fbb9bd7d519c8c24366c22a02f69d2022c68","1358","ENGINES-CATALOG-Ω — Endpoint gouvernance","engines.v8_institutional.engine_science_omega|engines.v8_institutional.self_audit_omega","GET /engines-catalog","","Orphelin V8_INST — validation contextuelle"
"hotspots_organic_v1","—","V8_INSTITUTIONAL","GOUVERNANCE","Ω","INACTIF_V8_INST","False","engines/v8_institutional/hotspots_organic_v1.py","engines.v8_institutional.hotspots_organic_v1","1b8b0746900893651e17601f84b59706d81e808fdef58774e4a6bdc8c2dc89f0","2152","STUB — hotspots_organic_v1 (Phase XI-SUPRA-M PREP — NON-Ω)","","","","Orphelin V8_INST — validation contextuelle"
"phase_omega_secure_lockdown","—","V8_INSTITUTIONAL","GOUVERNANCE","Ω","INACTIF_V8_INST","False","engines/v8_institutional/phase_omega_secure_lockdown.py","engines.v8_institutional.phase_omega_secure_lockdown","198dd8a9ff5dd97a48e274acd50a1a61941467c27a89cf415392e75d68da81c7","18370","PHASE_Ω_SECURE_REACTIVATION — FULL_STACK_LOCKDOWN_V12 — CORRIDORS_Ω_CERTIFICATION","engines.v6|engines.v8_institutional.self_audit_omega|engines.v7","","corridors|zones|affuts|salines|hotspots","Orphelin V8_INST — validation contextuelle"
"ENGINE-IA-CORRIDORS-ORGANIC-Ω","—","V8_INSTITUTIONAL","GOUVERNANCE","Ω","INACTIF_V8_INST","False","engines/v8_institutional/piliers_router.py","engines.v8_institutional.piliers_router","c9f6da743d51a3ecbd08ab8f1d0ad673079c52e40dc0bda350c5550c6540ad44","15666","4 PILIERS STRUCTURELS — ORCHESTRATEURS MAITRES","engines.v8_institutional.engine_visibilite|engines.v8_institutional.engine_terrain_cost|engines.v8_institutional.engine_salines|engines.v8_institutional.esi_omega|engines.v8_institutional.engine_vent|engines.v8_institutional.engine_affuts|engines.v8_institutional.engine_heatmap|engines.v8_institutional.engine_frequentation","GET /pilier/prediction-intelligence|GET /pilier/systeme-sensoriel|GET /pilier/comportement-humain|GET /supra-donnees|GET /terrain-v10|GET /status","corridors|zones|affuts|salines|hotspots|contamination","Orphelin V8_INST — validation contextuelle"
"salines_organic_v1","—","V8_INSTITUTIONAL","GOUVERNANCE","Ω","INACTIF_V8_INST","False","engines/v8_institutional/salines_organic_v1.py","engines.v8_institutional.salines_organic_v1","2956ed8ba048e22ed56527417990266b790e692e77f2c07ccea6a1217b0a4a41","2182","STUB — salines_organic_v1 (Phase XI-SUPRA-M PREP — NON-Ω)","","","","Orphelin V8_INST — validation contextuelle"
"supra_v8","—","V8_INSTITUTIONAL","GOUVERNANCE","Ω","INACTIF_V8_INST","False","engines/v8_institutional/supra_v8.py","engines.v8_institutional.supra_v8","519a9b3fc5a4ee4d4f392a857817cd023529035eb1b363d22381425d45b77253","7974","SUPRA V8 — Integration TERRITOIRE → SUPRA","engines.v8_institutional.engine_visibilite|engines.v8_institutional.engine_terrain_cost|engines.v8_institutional.engine_saisonnalite|engines.v8_institutional.engine_salines|engines.v8_institutional.esi_omega|engines.v8_institutional.engine_score_global|engines.v8_institutional.engine_intelligence|engines.v8_institutional.engine_frequentation","GET /recommandation|GET /score|GET /analyse|GET /fiche|GET /status|GET /prediction","","Orphelin V8_INST — validation contextuelle"
"v20_mvt_tiles","—","V8_INSTITUTIONAL","GOUVERNANCE","Ω","INACTIF_V8_INST","False","engines/v8_institutional/v20_mvt_tiles.py","engines.v8_institutional.v20_mvt_tiles","57deb24e20a17fd5bc4e42523f732719f27fa9d04b48345d5089e147ca013568","20093","V20 MVT TILES — PHASE-PERFORMANCE-Omega V11-SUPRA","engines.post_smoothing.veineux_omega|engines.v8_institutional.v20_performance_bundle|engines.v8_institutional.territoire_v10_supra|engines.post_smoothing.renduomega","GET /stats|POST /purge|GET /{layer}/{z}/{x}/{y}.json","corridors|zones|affuts|salines|hotspots|contamination","Orphelin V8_INST — validation contextuelle"
"visual_proof_live_playwright","1.0","V8_INSTITUTIONAL","GOUVERNANCE","P0-XI-SUPRA","INACTIF_V8_INST","False","engines/v8_institutional/visual_proof_live_playwright.py","engines.v8_institutional.visual_proof_live_playwright","491138c341391a368fad21ada4bd479b329092b0d4b9ce7b34622cf3a5c9f536","10881","Playwright capture script — Phase XI-SUPRA-D","","","","Orphelin V8_INST — validation contextuelle"
"zones_organic_v1","—","V8_INSTITUTIONAL","GOUVERNANCE","Ω","INACTIF_V8_INST","False","engines/v8_institutional/zones_organic_v1.py","engines.v8_institutional.zones_organic_v1","87077dae87f3c2048aad2e808e4254a86db6b6266f7b9fd70985976ce3f70922","2201","STUB — zones_organic_v1 (Phase XI-SUPRA-M PREP — NON-Ω)","","","","Orphelin V8_INST — validation contextuelle"
"__init__","—","Ω","GOUVERNANCE","Ω-X","INACTIF_ORPHELIN","False","engines/legal_time_omega/__init__.py","engines.legal_time_omega.__init__","5724b7d5ed8e894a29a6fb7caec76d8646b4532374f755382ca7b8af15b12f18","532","ENGINE_LEGAL_TIME_Ω — Package squelette X199-PREPARATOIRE","","","","—"
"__init__","—","V8_NATIONAL","GOUVERNANCE","X-B","INACTIF_ORPHELIN","False","engines/v8_national/__init__.py","engines.v8_national.__init__","345acca0100309a5da9a6ed92120018346ebdb9da3dbd9132242a2adb18d2e84","52","","","","","—"
"ENGINE-V8","—","V8_NATIONAL","GOUVERNANCE","X-B","INACTIF_ORPHELIN","False","engines/v8_national/router.py","engines.v8_national.router","f18a2e5b35a832da9d9bb1345f43222412ab4b5fe02d8037ff507648765b66ed","13203","V8-NATIONAL — Router API moteurs nationaux","engines.v8_national.exclusion_engine|engines.v8_national.governance","GET /species-profile|GET /score|GET /status|GET /biome-profile|GET /referentials","corridors|zones|affuts","—"
"router","—","Ω","BIO-SYSTEME","Ω-P1","ACTIF_Ω","True","engines/bio_scoring_omega/router.py","engines.bio_scoring_omega.router","690b9b8d90286b85744442715b88b58b8c02f12baf948692794c06927a20cc2e","3768","ENGINE_BIO_SCORING_Ω — Implémentation X200 P0 (support)","engines.bio_scoring_omega.v30_mirror_read_only","GET /status|POST /compute","","—"
"v30_mirror_read_only","—","Ω","BIO-SYSTEME","Ω-P1","ACTIF_Ω","True","engines/bio_scoring_omega/v30_mirror_read_only.py","engines.bio_scoring_omega.v30_mirror_read_only","45d7d0ceebad90bf5219278e134ff15c9322531687807c62b21211f59bb826c9","5222","v30_mirror_read_only.py — Façade-miroir lecture seule V30","engines.v8_institutional","","","—"
"router","—","Ω","BIO-SYSTEME","Ω-P3","ACTIF_Ω","True","engines/predictive_omega/router.py","engines.predictive_omega.router","09b15150fc1ba4e3297d8c781b0c2c1fee918704083567daa6bfc40a35fab12d","6275","ENGINE_PREDICTIVE_Ω — Router FastAPI — X199 ACTIVÉ","engines.legal_time_omega.router|engines.ecoforestry_omega.router|engines.x199_commons|engines.terrain_3d_omega.router","POST /|GET /status","","—"
"external_inflow","—","Ω","BIO-SYSTEME","Ω-XII","ACTIF_Ω","True","engines/reseau_veineux_omega/external_inflow.py","engines.reseau_veineux_omega.external_inflow","bfd70e6944aae817f9a383989505be3dfc1151f9b16687522d8e840eef07004d","16534","external_inflow.py — Logique EXTERNAL INFLOW pour ENGINE_RÉSEAU_VEINEUX_Ω","","","","—"
"router","—","Ω","BIO-SYSTEME","Ω-XII","ACTIF_Ω","True","engines/reseau_veineux_omega/router.py","engines.reseau_veineux_omega.router","0e2eb7cbed7eec7a2691c5c786797c1e89017f4c154261dfd51f3324af2fc389","13401","ENGINE_RESEAU_VEINEUX_Ω — Implémentation X200 P0 (support)","engines.reseau_veineux_omega.external_inflow","POST /external-inflow/preview|GET /external-inflow/status|GET /status|GET /levels|GET /external-inflow/geojson|POST /external-inflow/geojson","salines|fusion","—"
"engine_connectivite","—","V8_INSTITUTIONAL","BIO-SYSTEME","P1-XI","ACTIF_Ω","True","engines/v8_institutional/engine_connectivite.py","engines.v8_institutional.engine_connectivite","a36987bcbdef1771d2a9499b63eee553749aa9fd7ba32943f97b28cbe2dc94bb","737","ENGINE 22 — CONNECTIVITE","engines.v8_national.phase_b_engines","","","—"
"ENGINE-CONNECTIVITE-ECOLOGIQUE-Ω","V1-SUPRA-2026-04","V8_INSTITUTIONAL","BIO-SYSTEME","P1-XI","ACTIF_Ω","True","engines/v8_institutional/engine_connectivite_ecologique_omega.py","engines.v8_institutional.engine_connectivite_ecologique_omega","38f81a039dd91918849a6b86bb09496adf23c5fcf359771e918fe2be26dd41c6","1248","ENGINE-CONNECTIVITE-ECOLOGIQUE-Ω — Connectivité corridors + evitement routes.","engines.v8_institutional.engine_science_omega","","","—"
"ENGINE-CONTAMINATION-Ω","—","V8_INSTITUTIONAL","BIO-SYSTEME","P1-XI","ACTIF_Ω","True","engines/v8_institutional/engine_contamination_v2_omega.py","engines.v8_institutional.engine_contamination_v2_omega","f2edde81070818a5ea1a72e8a1d5a30e48d840b845194f519408aa35330d2e88","4313","ENGINE-CONTAMINATION-Ω V2 + MODULE ANTI-CONTAMINATION-INSTITUTIONNEL-Ω","engines.v8_institutional.engine_science_omega","","","—"
"ENGINE-ESPECE-Ω","V1-SUPRA-2026-04","V8_INSTITUTIONAL","BIO-SYSTEME","P1-XI","ACTIF_Ω","True","engines/v8_institutional/engine_espece_omega.py","engines.v8_institutional.engine_espece_omega","ec260ce8218ca021593c7cf6076dc1abc98566f5e844af647ca5729fb00eff97","975","ENGINE-ESPECE-Ω — Profils espèces depuis catalog SCIENCE-Ω.","engines.v8_institutional.engine_science_omega","","","—"
"ENGINE-HABITAT-SUPRA","V1-SUPRA-2026-04","V8_INSTITUTIONAL","BIO-SYSTEME","P1-XI","ACTIF_Ω","True","engines/v8_institutional/engine_habitat_supra.py","engines.v8_institutional.engine_habitat_supra","4a39bfdc21f375f16fd39b479de5ea302d50c56aee77f87dd12b2ca2307b5dbf","4631","ENGINE-HABITAT-SUPRA — Moteur habitat institutionnel","engines.v8_institutional.engine_science_omega","","","—"
"ENGINE-IA-CORRIDORS-Ω","—","V8_INSTITUTIONAL","BIO-SYSTEME","P1-XI","ACTIF_Ω","True","engines/v8_institutional/engine_ia_corridors_omega.py","engines.v8_institutional.engine_ia_corridors_omega","bcb1e3a6a92304a171978ee7b6be2151e7035c84d8ffc1690839d993be9e39d3","17448","ENGINE IA-CORRIDORS-Ω — Phase XI-SUPRA-H","engines.v8_institutional.territoire_v10_supra|engines.v8_institutional.engine_science_omega|engines.v8_institutional.engine_species_profiles_omega","POST /validate|POST /validate-live|GET /status|GET /explain/{corridor_id}|POST /explain","corridors|salines","—"
"ENGINE-IA-CORRIDORS-ORGANIC-Ω","V2.0-PHASE-XI-SUPRA-N-Ω-NETWORK_LOCKED-2026-04","V8_INSTITUTIONAL","BIO-SYSTEME","P1-XI","ACTIF_Ω","True","engines/v8_institutional/engine_ia_corridors_organic_omega.py","engines.v8_institutional.engine_ia_corridors_organic_omega","027712696407882fb41e34b0325e1f2b8dacb9082a860146659dc7650e6c8fc3","55197","ENGINE-IA-CORRIDORS-ORGANIC-Ω — Phase XI-SUPRA-M (CORRIDORS_ORGANIC_OMEGA)","engines.v8_institutional.territoire_v10_supra|engines.v8_institutional.engine_science_omega","POST /validate|POST /seal-baseline|POST /generate-alt|GET /status|GET /network-hierarchy|GET /modes","corridors|zones|salines|hotspots|contamination","—"
"ENGINE-IA-VISION-ECOLOGIQUE-Ω","V1-SUPRA-2026-04","V8_INSTITUTIONAL","BIO-SYSTEME","P1-XI","ACTIF_Ω","True","engines/v8_institutional/engine_ia_vision_ecologique_omega.py","engines.v8_institutional.engine_ia_vision_ecologique_omega","40204496b3a08575bafc797ee8832d171b10971d89c32bb363616bdb4c159ff7","1584","ENGINE-IA-VISION-ECOLOGIQUE-Ω — IA Vision structure foret + zones probables.","engines.v8_institutional.engine_science_omega","","","—"
"engine_optimisation_habitat_omega","V1-SUPRA-2026-04","V8_INSTITUTIONAL","BIO-SYSTEME","P1-XI","ACTIF_Ω","True","engines/v8_institutional/engine_optimisation_habitat_omega.py","engines.v8_institutional.engine_optimisation_habitat_omega","2710f9ef696293fbbaaab3b273ed8381f5dbb6ff1bbec01a2b3bb0ca7b4062cf","3143","ENGINE_OPTIMISATION_HABITAT_Ω — Synthèse habitat optimisé (territoire ULTIME).","","","fusion","—"
"ENGINE-POPULATION-DYNAMICS-Ω","V1-SUPRA-2026-04","V8_INSTITUTIONAL","BIO-SYSTEME","P1-XI","ACTIF_Ω","True","engines/v8_institutional/engine_population_dynamics_omega.py","engines.v8_institutional.engine_population_dynamics_omega","dfde1cedf8653ff8a2496245d287cc0232ee3446e3f751610549f12216381f14","4463","ENGINE-POPULATION-DYNAMICS-Ω — Demographie multi-especes.","engines.v8_institutional.engine_science_omega","","","—"
"ENGINE-SPECIES-PROFILES-Ω","V1.0-PHASE-XI-SUPRA-K-2026-04","V8_INSTITUTIONAL","BIO-SYSTEME","P1-XI","ACTIF_Ω","True","engines/v8_institutional/engine_species_profiles_omega.py","engines.v8_institutional.engine_species_profiles_omega","635f9bf004c388f46f831c73bf8e0a82b638195a744b5de251635c6361c37ef3","4755","ENGINE-SPECIES-PROFILES-Ω — Registre dynamique des profils d'espèces","engines.v8_institutional.engine_science_omega","GET /validate|GET /status|GET /{species_key}","","—"
"species_modulator_omega","—","V8_INSTITUTIONAL","BIO-SYSTEME","P1-XI","ACTIF_Ω","True","engines/v8_institutional/species_modulator_omega.py","engines.v8_institutional.species_modulator_omega","694ec91834184c57333049824f077e1d9572c70185b39ec64dfcb9f593e8881e","9233","species_modulator_omega.py — PHASE_XVI_ENGINE_CORRIDORS_UNIFIÉ_Ω","","","","—"
"species_presence_mask_omega","—","V8_INSTITUTIONAL","BIO-SYSTEME","P1-XI","ACTIF_Ω","True","engines/v8_institutional/species_presence_mask_omega.py","engines.v8_institutional.species_presence_mask_omega","9a0b42a9f2ea097cd4d4f25dcfe7a58f9ce062062e628c33a5b0e3146a67c290","15218","species_presence_mask_omega.py — PHASE_XVIII_BIO_PRESENCE_MASK_Ω","","","corridors|zones|affuts|salines|hotspots|contamination","—"
"species_weighting_profiles","—","V8_INSTITUTIONAL","BIO-SYSTEME","P1-XI","ACTIF_Ω","True","engines/v8_institutional/species_weighting_profiles.py","engines.v8_institutional.species_weighting_profiles","fd291adaccaa3a075641983e78d4e90d66a940b13acf64e4ceccd8452419cc91","3460","SPECIES WEIGHTING PROFILES — variantes pondérations par espèce (Phase X).","","","zones|hotspots|sensoriel","—"
"router","—","Ω","BIO-SYSTEME","Ω-P1","ACTIF_Ω","True","engines/wildlife_behavior_omega/router.py","engines.wildlife_behavior_omega.router","bf35ea0b0e59ca28ae777b8c1188c3651db415349d548b6c040a26a60b442dab","4910","ENGINE_WILDLIFE_BEHAVIOR_Ω — Implémentation X200 P0","","GET /status|POST /compute","","—"
"__init__","—","Ω","BIO-SYSTEME","Ω-P1","INACTIF_ORPHELIN","False","engines/bio_scoring_omega/__init__.py","engines.bio_scoring_omega.__init__","941fa23447776dbfc96b9e9dcc6cb6fea9c0923c3efcc1884fa2c25044915417","520","ENGINE_BIO_SCORING_Ω — Package squelette X199-PREPARATOIRE","","","","—"
"__init__","—","Ω","BIO-SYSTEME","Ω-P3","INACTIF_ORPHELIN","False","engines/predictive_omega/__init__.py","engines.predictive_omega.__init__","95c1a1fbf60c81c3f267bedd617cb5cbb3b96326ff0df62c0a5537f74ab204c3","542","ENGINE_PREDICTIVE_Ω — Package squelette X199-PREPARATOIRE","","","","—"
"__init__","—","Ω","BIO-SYSTEME","Ω-XII","INACTIF_ORPHELIN","False","engines/reseau_veineux_omega/__init__.py","engines.reseau_veineux_omega.__init__","17954cdf7161b634b5b12e8e6c7ad450bf8c6399841c7556e6a352db576c90b0","537","ENGINE_RESEAU_VEINEUX_Ω — Package squelette X199-PREPARATOIRE","","","","—"
"__init__","—","Ω","BIO-SYSTEME","Ω-P1","INACTIF_ORPHELIN","False","engines/wildlife_behavior_omega/__init__.py","engines.wildlife_behavior_omega.__init__","8424303e2ced6375a4bb2736f4a354073036daa50c682916f1e42508fda8faed","551","ENGINE_WILDLIFE_BEHAVIOR_Ω — Package squelette X199-PREPARATOIRE","","","","—"
"engine_comportement","—","V8_INSTITUTIONAL","COMPORTEMENT-HUMAIN","P1-SUPRA","ACTIF_Ω","True","engines/v8_institutional/engine_comportement.py","engines.v8_institutional.engine_comportement","7b17df3676ccb1f4d4bceeb5a67638df17350d83ecab500f68458a502264310b","1195","ENGINE 13 — COMPORTEMENT","engines.v8_national.phase_b_engines","","","—"
"engine_comportement_avance","—","V8_INSTITUTIONAL","COMPORTEMENT-HUMAIN","P1-SUPRA","ACTIF_Ω","True","engines/v8_institutional/engine_comportement_avance.py","engines.v8_institutional.engine_comportement_avance","6bed1da8553ed6d50c85d34a5791ba2e5f702bb5b77d90d6328464dbcfd27687","681","ENGINE 14 — COMPORTEMENT-AVANCE","engines.v8_national.phase_b_engines","","","—"
"ENGINE-COMPORTEMENT-BIOLOGIQUE-Ω","V1-SUPRA-2026-04","V8_INSTITUTIONAL","COMPORTEMENT-HUMAIN","P1-SUPRA","ACTIF_Ω","True","engines/v8_institutional/engine_comportement_biologique_omega.py","engines.v8_institutional.engine_comportement_biologique_omega","7278489084cbbc28fc663c11173d02d6dc7240193cbecab87ad8a230d994c4e3","1922","ENGINE-COMPORTEMENT-BIOLOGIQUE-Ω — Patterns comportementaux saisonniers.","engines.v8_institutional.engine_science_omega","","corridors","—"
"ENGINE-STRESS-ANTHROPIQUE-Ω","V1-SUPRA-2026-04","V8_INSTITUTIONAL","COMPORTEMENT-HUMAIN","P1-SUPRA","ACTIF_Ω","True","engines/v8_institutional/engine_stress_anthropique_omega.py","engines.v8_institutional.engine_stress_anthropique_omega","b1796c5da86fd8f26e7450d0e6f91d949aa21e4043dd16cc8536f1cf3dd7d68f","4102","ENGINE-STRESS-ANTHROPIQUE-Ω — Moteur pression humaine institutionnel","engines.v8_institutional.engine_science_omega","","","—"
